,actor,rev_sum,grade_sum,appearances,score,score_epfl,gender,cluster
6597,Susan_Roman,13750060.615079366,3.398668783471942,2.0,17.659937611116145,3.6220411714409053,F,2
6598,Catherine_O'Hara,133920135.91929284,4.8958928553744485,28.0,20.3011508404898,4.545576394710248,F,1
6599,Nicholas_Gledhill,5788395.238095238,3.1224570198922588,1.0,16.709985848458913,3.289877943018488,M,2
6600,Julie_Nihill,5788395.238095238,3.1224570198922588,1.0,16.709985848458913,3.289877943018488,F,2
6601,Colleen_Clifford,5788395.238095238,3.1224570198922588,1.0,16.709985848458913,3.289877943018488,F,2
6602,Robyn_Nevin,5788395.238095238,3.1224570198922588,1.0,16.709985848458913,3.289877943018488,F,2
6603,John_Hargreaves,4907679.431866248,3.4115017607531093,3.0,16.633464360645178,3.2631211902705397,M,2
6604,Peter_Cook,26807159.77498174,4.8578535590834955,5.0,18.68477625142899,3.9803895894975656,M,1
6605,Spike_Milligan,10238095.23809524,3.592027258360346,1.0,17.420342887410058,3.5382636997126835,M,2
6606,Michael_Currie,119203847.10884354,5.284706459307501,2.0,20.261162662026127,4.531593997940889,M,0
6607,Jane_Leeves,62977617.98131997,4.401336663951956,7.0,19.44019823314666,4.244532900908149,F,1
6608,Ann_Magnuson,60101577.08160912,4.026992094767072,16.0,19.3045663589295,4.1971074178594785,F,1
6609,Suzanne_Bertish,7488398.045486852,4.728332955605616,2.0,17.38243815321746,3.525009806855336,F,2
6610,Beth_Ehlers,14236409.523809524,5.012770704857671,1.0,18.08330208910457,3.770076174202144,F,0
6611,Cliff_DeYoung,27211501.632514928,4.592217366112517,11.0,18.643513289748046,3.9659614478750123,M,1
6612,David_Bowie,30318281.393826526,5.180987646349138,7.0,18.872257138285722,4.045944767237996,M,1
6613,Ann_Way,14934400.183060205,3.8769431983349967,3.0,17.874224854644297,3.6969695471943744,F,2
6614,Lockwood_West,12644638.095238095,4.450800393919745,1.0,17.845827761098924,3.6870401269431192,M,2
6615,Betty_Marsden,12644638.095238095,4.450800393919745,1.0,17.845827761098924,3.6870401269431192,F,2
6616,Kevin_Stoney,12644638.095238095,4.450800393919745,1.0,17.845827761098924,3.6870401269431192,M,2
6617,Donald_Eccles,28255180.15873016,4.518735014115457,2.0,18.665019457738527,3.9734813646450293,M,0
6618,John_Sharp,12644638.095238095,4.450800393919745,1.0,17.845827761098924,3.6870401269431192,M,2
6619,Cathryn_Harrison,12644638.095238095,4.450800393919745,1.0,17.845827761098924,3.6870401269431192,F,2
6620,Sheila_Reid,17354691.26984127,5.276741540374262,2.0,18.332682192709534,3.8572752337481084,F,0
6621,Zena_Walker,12644638.095238095,4.450800393919745,1.0,17.845827761098924,3.6870401269431192,F,2
6622,Eileen_Atkins,108659608.99377312,5.018376674188718,15.0,20.11683721037579,4.481128690281897,F,1
6623,Eileen_Davidson,25249966.666666668,3.632930845730971,1.0,18.334375111579266,3.857867185275894,F,2
6624,Kate_McNeil,42241916.46490241,4.101058812939714,3.0,18.97016875461645,4.0801808620155855,F,1
6625,Harley_Jane_Kozak,98514945.60994561,4.715460226646909,6.0,19.956565347079746,4.425087508370958,M,1
6626,Kristina_Wayborn,446428571.42857146,4.9704743737627775,1.0,21.52030525407036,4.971869899158936,F,0
6627,Kabir_Bedi,446428571.42857146,4.9704743737627775,1.0,21.52030525407036,4.971869899158936,M,0
6628,Vijay_Amritraj,446428571.42857146,4.9704743737627775,1.0,21.52030525407036,4.971869899158936,M,0
6629,David_Meyer,446428571.42857146,4.9704743737627775,1.0,21.52030525407036,4.971869899158936,M,0
6630,Anthony_Meyer,446428571.42857146,4.9704743737627775,1.0,21.52030525407036,4.971869899158936,M,0
6631,Lynda_Baron,95759283.33333334,4.271205233556821,1.0,19.829244178714312,4.380567973807985,F,0
6632,Allan_Corduner,22519792.27106656,4.181799174076253,11.0,18.360646715346267,3.8670533998460646,M,1
6633,Jack_Lynn,95759283.33333334,4.271205233556821,1.0,19.829244178714312,4.380567973807985,M,0
6634,Doreen_Mantle,95759283.33333334,4.271205233556821,1.0,19.829244178714312,4.380567973807985,F,0
6635,Steven_Hill,95339506.58817369,4.264324450655665,9.0,19.823238607088832,4.378468046066326,M,1
6636,Barbi_Benton,28379166.666666668,2.61041460427081,1.0,18.120674926793566,3.7831440823950393,F,2
6637,Richard_Brooker,28379166.666666668,2.61041460427081,1.0,18.120674926793566,3.7831440823950393,M,2
6638,Rick_Hill,28379166.666666668,2.61041460427081,1.0,18.120674926793566,3.7831440823950393,M,2
6639,Victor_Bo,28379166.666666668,2.61041460427081,1.0,18.120674926793566,3.7831440823950393,M,2
6640,Bernard_Erhard,25120556.41025641,3.448748653671116,2.0,18.277208505576372,3.837878123563162,M,2
6641,Jeana_Tomasino,17084742.85714286,3.846989745696271,1.0,18.00098735085588,3.7412937346317916,F,2
6642,Ola_Ray,17084742.85714286,3.846989745696271,1.0,18.00098735085588,3.7412937346317916,F,2
6643,Joe_Dorsey,97972747.78911565,4.735542658326769,2.0,19.955296240020377,4.42464374826163,M,0
6644,Michael_Madsen,83639783.76699369,4.43306947156385,21.0,19.731122074335115,4.346258279093563,M,1
6645,Lysette_Anthony,18910751.53576473,4.138379318820134,6.0,18.175545424923325,3.802330279547771,F,1
6646,Kenneth_Marshall,39332054.76190476,5.124452609325008,1.0,19.12157409856374,4.13312174788253,M,0
6647,Bernard_Bresslaw,39332054.76190476,5.124452609325008,1.0,19.12157409856374,4.13312174788253,M,0
6648,Graham_McGrath,39332054.76190476,5.124452609325008,1.0,19.12157409856374,4.13312174788253,M,0
6649,Todd_Carty,39332054.76190476,5.124452609325008,1.0,19.12157409856374,4.13312174788253,M,0
6650,Bernard_Archard,39332054.76190476,5.124452609325008,1.0,19.12157409856374,4.13312174788253,M,0
6651,Dicken_Ashworth,138561318.73897707,5.571878314187648,2.0,20.464555737066807,4.602713083246121,M,0
6652,Belinda_Mayne,39332054.76190476,5.124452609325008,1.0,19.12157409856374,4.13312174788253,F,0
6653,José_Pérez,133720639.66598761,4.068302727824906,3.0,20.114489295414096,4.480307710686516,M,1
6654,Larry_Bishop,5243891.133259505,3.164757510702645,3.0,16.624650800171487,3.260039411999348,M,2
6655,Mac_Davis,35669770.23809524,3.532703039292052,2.0,18.65187742742513,3.968886079506853,M,2
6656,Adam_Hollander,15112076.19047619,2.5646100788010897,1.0,17.472811180876175,3.5566099341559667,M,2
6657,Randi_Brooks,68325645.09966777,3.535516751066683,2.0,19.302655201381704,4.196439156284466,F,2
6658,Charles_Levin,69871868.02436693,3.780170424510212,3.0,19.391942760350087,4.227659735066208,M,1
6659,William_Marquez,128226074.38125014,4.609897210040423,4.0,20.197511029668227,4.5093373607836345,M,1
6660,Maggie_Roswell,307342453.7929125,5.374283875137801,2.0,21.225098501133182,4.868646944097064,F,0
6661,Steve_Sandor,1811626.1904761903,4.820060563158769,1.0,15.982521940610557,3.0355105428088343,M,2
6662,Michael_Paré,18683475.455568846,4.44562843567706,10.0,18.235071265012117,3.8231442787377325,M,1
6663,David_Wilson,11190476.19047619,4.172497607900136,1.0,17.659088437637354,3.621744246675571,M,2
6664,Joe_Pantoliano,122918685.63307011,4.699438742333649,33.0,20.174476687365217,4.5012830976044675,M,1
6665,Helen_Schneider,11190476.19047619,4.172497607900136,1.0,17.659088437637354,3.621744246675571,F,2
6666,Kaiulani_Lee,23715437.885549698,4.483033189421913,3.0,18.481936650161867,3.9094640336353,F,1
6667,Mills_Watson,26010330.95238095,4.917215894629935,2.0,18.666746856649024,3.9740853725762095,M,0
6668,Danny_Pintauro,50371790.47619048,4.941157463579657,1.0,19.332541471693133,4.206889286935712,M,0
6669,Daniel_Hugh_Kelly,67806016.64772105,4.7696297162393275,5.0,19.59443016435448,4.298462140486074,M,1
6670,Meg_Foster,25973697.037124354,4.706309020367868,7.0,18.62149888483762,3.9582638193276525,F,1
6671,Cassie_Yates,30910420.81949059,3.799727747265692,2.0,18.581533347072714,3.944289339178791,F,2
6672,Sandy_McPeak,15476190.476190478,3.563247335019199,1.0,17.82548560441598,3.679927222159428,M,2
6673,Taliesin_Jaffe,88093652.46031746,4.7471844405085335,2.0,19.851462731986704,4.388336985536737,M,0
6674,Ann_Jillian,154247207.14285713,4.564778341294027,1.0,20.372437071286853,4.570502570432455,F,0
6675,Rudolf_Nureyev,3219245.2380952383,4.79333754953062,1.0,16.55188443515849,3.234595687724685,M,2
6676,Iman_Abdulmajid,90011254.60994957,4.507768102322779,7.0,19.821247425186485,4.3777718029147685,F,1
6677,Janice_Dickinson,3219245.2380952383,4.79333754953062,1.0,16.55188443515849,3.234595687724685,F,2
6678,Raphael_Sbarge,59278105.55958133,4.002093743127637,6.0,19.28456824090159,4.190114810752837,M,1
6679,Bruce_A._Young,169170287.2480808,4.962731648989469,4.0,20.548372707255744,4.632020798131208,M,1
6680,Megan_Mullally,70259359.8521103,4.691030498186429,11.0,19.61335637438249,4.305079940749026,F,1
6681,Shera_Danese,151289816.6666667,5.765587857145885,1.0,20.586614989458614,4.64539271912561,F,0
6682,Bronson_Pinchot,99247576.91926211,4.5095982139890545,9.0,19.91933612506056,4.4120698173010915,M,1
6683,Curtis_Armstrong,50759521.58781576,4.300892284293368,15.0,19.201432284930032,4.161045221517852,M,1
6684,Janet_Carroll,66031990.04518609,4.068580464615457,5.0,19.408944038640854,4.233604457426186,F,1
6685,R.D._Robb,70204108.27838828,5.821847974797098,2.0,19.82853512255471,4.380320042921002,M,0
6686,Yano_Anaya,45938438.0952381,5.957538089681514,1.0,19.427470079387998,4.240082333194576,M,0
6687,Zack_Ward,169556366.049561,5.187130542799978,7.0,20.594876634925285,4.648281512997222,M,1
6688,Ian_Petrella,45938438.0952381,5.957538089681514,1.0,19.427470079387998,4.240082333194576,M,0
6689,Jean_Shepherd,45938438.0952381,5.957538089681514,1.0,19.427470079387998,4.240082333194576,M,0
6690,Sajid_Khan,4146273.8095238097,3.6240826004205116,1.0,16.525321792182,3.2253077074362726,M,2
6691,Ratna_Pathak,4146273.8095238097,3.6240826004205116,1.0,16.525321792182,3.2253077074362726,F,2
6692,Nickolas_Grace,4335365.493258235,3.589058891301733,3.0,16.560206497676877,3.2375056072194472,M,2
6693,Jennifer_Kendal,4146273.8095238097,3.6240826004205116,1.0,16.525321792182,3.2253077074362726,F,2
6694,Shashi_Kapoor,2426501.1904761908,3.6583231630656217,2.0,15.998965828703472,3.0412603662961666,M,2
6695,Patrick_Godfrey,59792973.23126627,4.994956414722453,8.0,19.514827393803948,4.270627976377076,M,1
6696,Christopher_Cazenove,81456564.60746461,4.644275016616544,2.0,19.75121576839454,4.3532843056267865,M,0
6697,Zakir_Hussain,4146273.8095238097,3.6240826004205116,1.0,16.525321792182,3.2253077074362726,M,2
6698,Greta_Scacchi,58532505.79482637,4.536989514586973,14.0,19.397356502085305,4.229552721640163,F,1
6699,Madhur_Jaffrey,4146273.8095238097,3.6240826004205116,1.0,16.525321792182,3.2253077074362726,F,2
6700,Hugh_Millais,1725980.9523809524,3.114165854572815,1.0,15.497267447799434,2.865834875817325,M,2
6701,Nicholas_Gecks,1725980.9523809524,3.114165854572815,1.0,15.497267447799434,2.865834875817325,M,2
6702,Oliver_Tobias,1725980.9523809524,3.114165854572815,1.0,15.497267447799434,2.865834875817325,M,2
6703,Glynis_Barber,1725980.9523809524,3.114165854572815,1.0,15.497267447799434,2.865834875817325,F,2
6704,John_Savident,2148815.9134557494,3.711388771778986,4.0,15.891833649054943,3.0038001793068343,M,2
6705,Dermot_Walsh,1725980.9523809524,3.114165854572815,1.0,15.497267447799434,2.865834875817325,M,2
6706,Prunella_Scales,15689210.061457494,4.2424013558772,3.0,18.013613243259204,3.745708545306674,F,2
6707,Marina_Sirtis,112308381.19449045,4.784729387882862,7.0,20.102188518159064,4.476006580833662,F,1
6708,Derek_Francis,1725980.9523809524,3.114165854572815,1.0,15.497267447799434,2.865834875817325,M,2
6709,Joan_Hickson,1725980.9523809524,3.114165854572815,1.0,15.497267447799434,2.865834875817325,F,2
6710,Mollie_Maureen,1725980.9523809524,3.114165854572815,1.0,15.497267447799434,2.865834875817325,F,2
6711,Helena_McCarthy,1725980.9523809524,3.114165854572815,1.0,15.497267447799434,2.865834875817325,F,2
6712,Madolyn_Smith_Osborne,62507460.462826505,4.58302521369415,4.0,19.473155782069732,4.256056944845449,F,1
6713,Victoria_Tennant,42901973.49088953,4.289046205517965,5.0,19.030492763463737,4.101273951494202,F,1
6714,D._R._Nanayakkara,774668072.0930233,6.285923148021173,1.0,22.306257913905185,5.246688666953695,M,0
6715,George_Lucas,489203406.142206,4.516681273052051,7.0,21.51606641696975,4.97038773356754,M,1
6716,Jonathan_Ke_Quan,326687192.7064629,5.647112794961669,3.0,21.335658078609537,4.9073055661778735,M,0
6717,Kate_Capshaw,128073792.66960947,4.501306405641474,10.0,20.172484828008482,4.500586617572001,F,1
6718,Roy_Chiao,399374852.3730423,6.132029007113729,2.0,21.618936704898495,5.006357693612221,M,0
6719,David_Yip,556667369.379845,5.971255972813807,2.0,21.924435723048596,5.113179475662255,M,0
6720,Saul_Rubinek,48035060.955574974,4.5412655566820455,16.0,19.200647468993857,4.160770800220556,M,1
6721,Dorian_Harewood,70013016.15433574,4.759825345891177,9.0,19.624402703320424,4.3089424361161335,M,1
6722,Jack_Rollins,18991292.938689217,5.027035020679692,2.0,18.374321516912726,3.871834975516439,M,0
6723,Joe_Franklin,351433280.2325582,5.653825080781488,2.0,21.40986275832293,4.933252216256932,M,0
6724,Nick_Apollo_Forte,24652318.604651164,5.079834060236098,1.0,18.64566011081914,3.9667121123254105,M,0
6725,William_Forsythe,72150415.87066734,4.754640668058427,23.0,19.653384730999417,4.319076386342358,M,1
6726,Christina_Nigra,22602325.58139535,4.351040757870512,1.0,18.40397843194677,3.8822049090541184,F,2
6727,Louie_Anderson,195029351.3376736,5.208910304911954,4.0,20.739031304243408,4.698687104349497,M,1
6728,Herta_Ware,79016280.87283525,4.771277421087707,5.0,19.747778548406625,4.3520824360868104,F,1
6729,Jan_Tříska,30452173.829346865,3.6969331188587127,6.0,18.539171528836988,3.9294769677930454,M,1
6730,Elya_Baskin,95100965.13129035,4.364469973666041,11.0,19.84394643155447,4.385708811438318,M,1
6731,Grace_Jones,158566595.81023547,4.587157735575424,4.0,20.40494582842694,4.581869688372683,F,1
6732,Wilt_Chamberlain,108726427.21604314,5.06126684731303,2.0,20.125962260250063,4.484319384951777,M,0
6733,Olivia_d'Abo,27153735.95232122,4.146953303439909,11.0,18.539399119892398,3.9295565480230072,F,1
6734,Tracey_Walter,117196778.31125917,4.720191404215301,16.0,20.131214296433374,4.4861558290355905,M,1
6735,André_the_Giant,68922851.23701139,5.423293384420768,2.0,19.73920160542714,4.34908339425958,M,0
6736,David_Wohl,78689572.74434762,4.09370733608336,3.0,19.590472209518005,4.297078189102315,M,1
6737,Andrew_Cassese,102214780.47996043,3.931506238708627,2.0,19.811609467668728,4.374401763287134,M,1
6738,Matt_Salinger,84617016.35986042,5.250900169160447,3.0,19.912045466054433,4.4095205417189,M,0
6739,Larry_B._Scott,97465584.56227964,4.153348696451851,5.0,19.818924818477516,4.376959672685494,M,1
6740,Ted_McGinley,75880912.47763865,3.992292374739613,3.0,19.5290413241633,4.275598065577738,M,1
6741,Julia_Montgomery,140465116.27906978,4.622560052746852,1.0,20.291418408794403,4.542173320933848,F,0
6742,Brian_Tochi,105460565.63953489,4.003396145563729,2.0,19.860990692881273,4.391668563386721,M,0
6743,Donald_Gibb,61126060.62546774,4.466354972424531,4.0,19.42502149091551,4.2392261517714,M,1
6744,John_Malkovich,117942457.20576939,4.828909380074279,37.0,20.160328053631744,4.496335840234756,M,1
6745,Ray_Baker,123919525.17773955,4.622754693144202,10.0,20.166133703713935,4.498365862758212,M,1
6746,Gennie_James,81166544.18604651,4.711395215870567,1.0,19.76199779115514,4.357054382834777,F,0
6747,Lane_Smith,55031663.18355099,4.340005195710641,10.0,19.291294817074714,4.192466847293772,M,1
6748,Danny_Glover,142936837.96310073,4.872076971896006,36.0,20.361433727195582,4.566655105286882,M,1
6749,Lauren_Hutton,23848882.977425054,4.167148408348069,6.0,18.414479905834163,3.8858768886290327,F,1
6750,Bob_Hoskins,124982784.51603116,4.827552525714203,29.0,20.21802617769217,4.516510754283253,M,1
6751,Annie_Meyers-Shyer,28870255.81395349,3.8141049857899016,1.0,18.517028445717592,3.9217343452038835,F,2
6752,Charles_Shyer,28870255.81395349,3.8141049857899016,1.0,18.517028445717592,3.9217343452038835,M,2
6753,Mario_Van_Peebles,38776016.17569389,3.7118465211292446,12.0,18.784841941055237,4.015378884561976,M,1
6754,Lonette_McKee,51835596.97891986,4.482275697376438,10.0,19.263718557200033,4.182824442418215,F,1
6755,Jennifer_Grey,99472058.20144902,4.8934711113016105,8.0,20.00328923097735,4.44142513384833,F,1
6756,James_Staley,30922210.111972436,4.3482944176331495,3.0,18.716768937837614,3.9915762564643904,M,1
6757,Christopher_Daniel_Barnes,133896998.20326474,4.362198050527006,4.0,20.18555746256612,4.505157637564117,M,1
6758,Giancarlo_Giannini,184846452.73165417,4.7182833308561385,12.0,20.586481085532228,4.64534589784243,M,1
6759,Tom_Conti,243633247.28178152,5.13638274565612,5.0,20.947523653321717,4.77158921842896,M,1
6760,Coral_Browne,11678490.697674418,3.9936125433842355,1.0,17.65795552654451,3.6213481092916444,F,2
6761,Val_Kilmer,108095263.74187379,4.744676015854958,35.0,20.05554661864554,4.459697622283146,M,1
6762,Lucy_Gutteridge,47577534.88372093,5.639540477475374,1.0,19.40767383813662,4.233160314979363,F,0
6763,Christopher_Villiers,123476607.28561047,5.09376537362111,2.0,20.25957959753635,4.531040458453522,M,0
6764,Billy_J._Mitchell,302226267.44186044,5.8522275963754415,2.0,21.29350889921493,4.892567546782125,M,0
6765,Gertan_Klauber,47577534.88372093,5.639540477475374,1.0,19.40767383813662,4.233160314979363,M,0
6766,Jim_Carter,184418466.79361853,4.688993419579053,12.0,20.57793594610659,4.642357976549458,M,1
6767,Maria_Conchita_Alonso,44070139.928835824,4.152790124082853,9.0,19.025073439356078,4.0993790129697105,F,1
6768,Cleavant_Derricks,33624745.374115266,3.8604034731056256,2.0,18.681544528066095,3.979259574577035,M,2
6769,Alejandro_Rey,58299358.13953488,4.132208774897012,1.0,19.29991371798218,4.195480560266805,M,2
6770,Saveliy_Kramarov,43885883.90847712,4.208416299417424,2.0,19.03418967628906,4.1025666260778255,M,2
6771,Aleksandr_Benyaminov,58299358.13953488,4.132208774897012,1.0,19.29991371798218,4.195480560266805,M,2
6772,Ivo_Vrzal-Wiegand,58299358.13953488,4.132208774897012,1.0,19.29991371798218,4.195480560266805,M,2
6773,Tiger_Haynes,58299358.13953488,4.132208774897012,1.0,19.29991371798218,4.195480560266805,M,2
6774,Eyde_Byrde,82878035.45274617,5.178365410839051,2.0,19.87737008139984,4.3973958337427375,F,0
6775,Manuel_Ojeda,201330786.0465116,5.424326360347635,1.0,20.81135353357266,4.723975530693918,M,0
6776,Holland_Taylor,123197387.763256,4.618207678613937,14.0,20.159305087088832,4.495978146420375,F,1
6777,Mary_Ellen_Trainor,130579174.67325188,4.868631270420105,14.0,20.2703031475243,4.534790089881314,F,1
6778,Alison_Eastwood,37395557.855062395,4.263423921949917,4.0,18.887135056405917,4.051147028562492,F,1
6779,Marco_St._John,56527153.09862908,4.8347835098148915,7.0,19.426068018758627,4.239592084106777,M,1
6780,Jenny_Beck,61905704.726996966,4.467512127357855,2.0,19.437954576401264,4.243748376580369,F,0
6781,Britt_Leach,49716418.33635714,4.960516990078797,3.0,19.32335575250956,4.203677378437471,M,1
6782,Lilyan_Chauvin,15678548.538654933,4.9660205313865085,2.0,18.17042282238265,3.800539093653158,F,0
6783,Gilmer_McCormick,5794093.023255814,4.589824275319247,1.0,17.09619125137908,3.4249197825212696,F,2
6784,Tara_Buckman,5794093.023255814,4.589824275319247,1.0,17.09619125137908,3.4249197825212696,F,2
6785,Robert_Brian_Wilson,5794093.023255814,4.589824275319247,1.0,17.09619125137908,3.4249197825212696,M,2
6786,Gil_Hill,686972761.3557645,4.9596645716131835,2.0,21.949143312478185,5.121818811883403,M,0
6787,Dianne_Feinstein,69306.97674418605,4.843638470915258,1.0,12.723967043124937,1.8961136204715758,F,2
6788,Harvey_Fierstein,229613707.84547064,4.570548738521911,11.0,20.771542195559853,4.710054968532782,M,1
6789,Tom_Ammiano,69306.97674418605,4.843638470915258,1.0,12.723967043124937,1.8961136204715758,M,2
6790,Simon_Callow,149566590.61272466,5.092138798012379,13.0,20.45095021216065,4.5979557310785015,M,1
6791,Christine_Ebersole,54851051.45905306,4.252996786069883,12.0,19.26775577480594,4.184236109080185,F,1
6792,Richard_Frank,120867509.30232558,6.220597979951071,1.0,20.4380715795918,4.593452546453875,M,0
6793,Barbara_Bryne,60751589.196617335,4.943800163595693,2.0,19.520438098811667,4.27258983377063,F,0
6794,Charles_Kay,54487570.32299741,5.522088994364707,3.0,19.522239395860563,4.2732196811656555,M,0
6795,Jack_Shea,61209211.62790698,6.333245223304585,1.0,19.77562103124366,4.36181792935078,M,0
6796,Lin_Shaye,70134378.01665477,4.670324932731526,17.0,19.6071522937272,4.30291060169323,F,1
6797,Joseph_Whipp,163717423.50626117,6.22257054734556,2.0,20.741835564924042,4.699667651275808,M,0
6798,Charles_Fleischer,213745360.07554346,4.728817478123982,10.0,20.733971124919144,4.696917745560118,M,1
6799,Johnny_Depp,211360762.48438868,5.554156287905099,41.0,20.883623534437596,4.749245694663339,M,1
6800,Jsu_Garcia,91969610.19885463,4.9329303689999735,9.0,19.932901963325197,4.416813292508331,M,1
6801,Heather_Langenkamp,61897216.85926801,4.619828137534497,3.0,19.471343279492057,4.255423179288721,F,1
6802,Errol_John,13426402.325581396,2.977844900301623,1.0,17.503933500258306,3.5674922657525157,M,2
6803,Tanya_Roberts,176046534.49612403,4.317216848954032,2.0,20.448869865312762,4.597228310221574,F,0
6804,Ted_Wass,21357975.74991574,2.738323907151754,3.0,17.884281819812184,3.7004860984021466,M,2
6805,Donovan_Scott,77914549.41017865,4.211459424652008,3.0,19.60893250806014,4.303533077237103,M,1
6806,Princess_Elizabeth_of_Toro,13426402.325581396,2.977844900301623,1.0,17.503933500258306,3.5674922657525157,F,2
6807,Clifton_Jones,13426402.325581396,2.977844900301623,1.0,17.503933500258306,3.5674922657525157,M,2
6808,John_Forgeham,36794410.23465326,4.066770164079162,3.0,18.82370560873501,4.028968081226804,M,1
6809,Ralph_Brown,179537839.60541427,4.083952658296428,12.0,20.412961857518635,4.584672599222364,M,1
6810,Lennie_Peters,2039011.6279069767,4.0312025673530325,1.0,15.922040487544914,3.01436240087185,M,2
6811,Willoughby_Gray,170352839.14728683,4.843895682479737,2.0,20.531101658535412,4.625981746963873,M,0
6812,Enrique_San_Francisco,2039011.6279069767,4.0312025673530325,1.0,15.922040487544914,3.01436240087185,M,2
6813,José_Luis_Fernández_'Pirri',2039011.6279069767,4.0312025673530325,1.0,15.922040487544914,3.01436240087185,M,2
6814,Tim_Roth,70285307.09749699,5.015488258590956,21.0,19.680604108370222,4.32859400251883,M,1
6815,Carlos_Lucena,2039011.6279069767,4.0312025673530325,1.0,15.922040487544914,3.01436240087185,M,2
6816,Jenilee_Harrison,26285776.744186047,3.6853126381427357,1.0,18.38889390543946,3.8769304043678217,F,2
6817,Matthew_Modine,94168972.58198059,4.687638588063675,19.0,19.90553026349216,4.407242414763425,M,1
6818,Karen_Young,64230736.70068562,5.28982585123545,6.0,19.643777743854024,4.315717175916031,F,1
6819,Nancy_Fish,207878195.31256223,5.379353749660072,4.0,20.835031112754,4.732254710175728,F,1
6820,Pat_Ryan,3383825.581395349,4.6957398328164635,1.0,16.58117313535968,3.244836870064207,M,2
6821,Horst_Buchholz,172648712.35682052,5.884504599121691,2.0,20.73909208056033,4.698708355594491,M,0
6822,Cliff_Potts,3262702.3255813955,5.2939975276585205,1.0,16.664639980990668,3.2740221592555994,M,2
6823,Perry_Lang,3262702.3255813955,5.2939975276585205,1.0,16.664639980990668,3.2740221592555994,M,2
6824,Lambert_Wilson,175539100.03002816,4.64915908710249,11.0,20.52005873001173,4.6221204405966905,M,1
6825,Jim_Haynie,130328006.26666403,4.679395652931208,6.0,20.228733923413916,4.520254859539832,M,1
6826,John_Karlen,9567689.987080103,4.029602903775117,3.0,17.46757018969205,3.5547773521025556,M,2
6827,Robert_Wightman,6449844.186046512,4.317209570587976,1.0,17.1421757920954,3.4409988868529777,M,2
6828,Spalding_Gray,44277717.225996375,4.5753508443079065,11.0,19.1266754943816,4.1349055185653505,M,1
6829,Julian_Sands,64068741.68901374,4.874892735231821,15.0,19.559565254972398,4.286271162676197,M,1
6830,Haing_S._Ngor,63252895.58139535,5.29126179482497,2.0,19.62870820643638,4.310447912363663,M,0
6831,Corey_Haim,34565402.33795082,4.572700193001176,9.0,18.87846768961493,4.0481163688507165,M,1
6832,Sarah_Jessica_Parker,74659091.23685943,4.440572143097568,26.0,19.619226088555198,4.307132364131103,F,1
6833,Nina_Blackwood,23267016.279069766,3.768457314903519,1.0,18.289213022696437,3.8420756621319616,F,2
6834,Zoë_Tamerlis_Lund,23267016.279069766,3.768457314903519,1.0,18.289213022696437,3.8420756621319616,F,2
6835,Rosey_Grier,23267016.279069766,3.768457314903519,1.0,18.289213022696437,3.8420756621319616,M,2
6836,Catherine_Mary_Stewart,40213322.74001192,4.560147032455314,5.0,19.02706377709366,4.1000749609478655,F,1
6837,Bruce_Vilanch,22046208.93587789,3.084684681421261,4.0,18.035100656627048,3.753221904274234,M,2
6838,Ron_Perlman,96763995.08087333,4.614391666068956,21.0,19.916965574008216,4.411240922696502,M,1
6839,Michael_D._Roberts,284504873.98442584,5.412400261873354,3.0,21.154953608930676,4.844119852546486,M,0
6840,Alan_Caillou,33153025.58139535,3.524871434562842,1.0,18.57648850298969,3.9425253425598283,M,2
6841,Chad_Lowe,112716649.34366925,4.507658580543265,3.0,20.04616555659229,4.456417409560636,M,1
6842,Amanda_Pays,17092126.746278338,3.7324784655262717,3.0,17.97120097221501,3.730878532427536,F,2
6843,Cary_Elwes,146589689.1703892,4.91936752510011,23.0,20.396327982294576,4.5788563442157475,M,1
6844,Frances_McDormand,127202409.87939341,5.279265944892585,28.0,20.325077216748237,4.553942569388656,F,1
6845,John_Getz,53352367.05888431,4.573761300695796,7.0,19.312764811337455,4.199974115440288,M,1
6846,Holly_Hunter,94002851.97492379,5.0169189239578476,21.0,19.971651665040792,4.430362639462805,F,1
6847,Lane_Davies,20469627.906976745,5.0013810095066695,1.0,18.4441668561906,3.8962573244153993,M,0
6848,Melanie_Griffith,44238501.31120419,4.470917018728708,25.0,19.10269957546443,4.126522020639472,F,1
6849,Deborah_Shelton,12096469.272637308,3.632637293241796,2.0,17.598383083884116,3.6005178148946593,F,2
6850,Gregg_Henry,67407010.97487085,4.7585237882773335,9.0,19.586197082501837,4.295583334260808,M,1
6851,Tawny_Kitaen,52661350.83417593,4.2380202142941625,2.0,19.22348859330753,4.168757502168036,F,0
6852,Michael_Dudikoff,29001848.208654717,3.176609741610971,6.0,18.338684626345646,3.859374064250181,M,1
6853,Barbara_Stuart,89302325.58139534,5.16748718182825,1.0,19.94992461988681,4.4227654900641475,F,0
6854,Morris_Day,58770317.977686994,4.130123307077255,4.0,19.307454752080886,4.19811738281963,M,1
6855,Prince,63095036.70037075,3.317600295393276,3.0,19.1593943857257,4.146346112716003,M,1
6856,Olga_Karlatos,159053434.88372093,4.968396108326033,1.0,20.487847845579665,4.610857477798067,F,0
6857,Alan_Leeds,159053434.88372093,4.968396108326033,1.0,20.487847845579665,4.610857477798067,M,0
6858,Dez_Dickerson,159053434.88372093,4.968396108326033,1.0,20.487847845579665,4.610857477798067,M,0
