,actor,grade_avg,grade_sum,appearances,gender,year_avg,birth_year,main_genre,2nd_genre,director,2nd_director,treatment,propensity_score
7749,Kai_Ko,2.41707468,24.1707468,10,M,2011,1991,Romance,Drama,Jingming_Guo,Giddens_Ko,1,0.630766884
7744,Frank_Thorwald,1.348120214,1.348120214,1,M,2019,1894,Romance,,J._Gordon_Edwards,,0,0.630677376
7564,Ulrich_Thein,1.818147536,12.72703275,7,M,2004,1930,Drama,War,Frank_Beyer,Frank_Vogel,0,0.627449927
7567,Karen_Kopins,2.938012408,5.876024817,2,F,1963.333333,1958,Adventure,Drama,Andrew_Lane,Howard_Storm,0,0.627586065
7615,R.J._Reynolds,1.133945495,26.08074638,23,M,2019,1954,Comedy,Drama,Ray_Dennis_Steckler,Allen_Swift,1,0.628151297
7631,Midori_Francis,3.580705247,3.580705247,1,F,1980.333333,1994,Drama,,Stephen_Herek,,0,0.628390607
7608,Edward_Underdown,2.277743305,27.33291966,12,M,2011,1908,Drama,Mystery,John_Gilling,Basil_Dearden,1,0.628142386
7731,Debra_Feuer,2.026324035,8.10529614,4,F,1986.333333,1959,Drama,Mystery,Dominique_Othenin-Girard,Michael_Seresin,0,0.630312976
7704,Aldo_Ralli,1.259873664,3.779620992,3,M,2013.75,1935,Romance,,Mario_Bianchi,Lorenzo_Onorati,0,0.630068403
7543,Carl_Ottosen,1.96360537,3.927210741,2,M,1986,1918,Adventure,,John_Hilbard,Sidney_W._Pink,0,0.627033477
7720,Claudia_Drake,2.098837655,29.38372717,14,F,1961.875,1918,Drama,War,Alfred_Zeisler,Sam_Newfield,1,0.630170396
7591,Edmund_Cobb,1.302045007,27.34294514,21,M,2003.125,1892,Adventure,Western,Harry_L._Fraser,J.P._McGowan,1,0.628070443
7784,Elyse_Knox,1.49672054,40.41145457,27,F,2019,1917,Drama,Comedy,Reginald_Le_Borg,Jean_Yarbrough,1,0.631510674
7642,Megan_Park,4.255457598,17.02183039,4,F,2008.5,1986,Romance,,Michael_Dowse,Tyler_Spindel,0,0.628918893
7617,Jason_Wayne,0.90835129,15.44197193,17,M,2015,1946,Comedy,Horror,Ray_Dennis_Steckler,,1,0.628151297
7616,Jerry_Delony,1.162103711,16.26945196,14,M,2016,1934,Comedy,Drama,Ray_Dennis_Steckler,Alan_Colberg,1,0.628151297
7577,Edith_Storey,1.505136729,21.07191421,14,F,1970.904762,1892,Drama,History,J._Stuart_Blackton,William_Wolbert,1,0.627907039
7684,Nak-hun_Lee,1.474298109,7.371490543,5,M,1977,1936,Adventure,,Paul_Leder,Kim_Soo-yong,0,0.629360246
7664,Rossy_de_Palma,3.019288628,45.28932942,15,F,2008.25,1964,Drama,Comedy,Pedro_Almodóvar,Vicente_Villanueva,1,0.629111365
7640,Pauline_McLynn,3.136976611,6.273953222,2,F,2021,1962,Romance,,Barry_Levinson,Kieron_J._Walsh,0,0.628661169
7493,Ju_Ji-Hoon,3.292244272,36.214687,11,M,2010.833333,1982,Drama,Adventure,Ji-Yeong_Hong,Kyu-dong_Min,1,0.626041721
7776,Junko_Miyazono,2.52958099,17.70706693,7,F,2022,1943,Adventure,Drama,Eiichi_Kudô,Nobuo_Nakagawa,0,0.631339186
7505,Joseph_Roth,1.604920123,1.604920123,1,M,1988.333333,1894,Sci-Fi,,Gary_Graver,,0,0.626198224
7757,Karen_Austin,2.522635079,12.61317539,5,F,1986.2,1955,Drama,Romance,Carl_Reiner,Janet_Greek,0,0.630874364
7625,Bradford_Jackson,1.625172697,13.00138157,8,M,2010,1928,Adventure,,Roger_Corman,,0,0.628339843
7758,Kevin_O'Shea,3.024898062,6.049796123,2,M,1979,1952,History,,Lewis_Milestone,,0,0.631016796
7561,Manja_Behrens,1.68516135,3.370322699,2,F,2017,1914,Drama,,Frank_Beyer,Jürgen_von_Alten,0,0.627449927
7905,Kristin_Scott_Thomas,4.019468221,184.8955382,46,F,1949,1960,Drama,Romance,Pawel_Pawlikowski,Philip_Haas,1,0.634510494
7958,Shannyn_Sossamon,2.939472112,55.84997013,19,F,1981,1978,Mystery,Thriller,Brian_Helgeland,Alfonso_Pineda_Ulloa,1,0.635625862
8055,Anna_Kendrick,4.753450479,175.8776677,37,F,2019,1985,Drama,Comedy,Jonathan_Levine,John_Krasinski,1,0.63738234
8111,Tommy_Dysart,2.939638092,5.879276184,2,M,2021,1935,Drama,Thriller,George_Miller,Matthew_George,0,0.638303871
8078,Nikola_Kojo,3.443981996,44.77176595,13,M,1934,1967,Drama,Fantasy,Srdjan_Dragojevic,Dejan_Zecevic,1,0.637800779
7962,Yôko_Sugi,2.874395515,20.12076861,7,F,1946.75,1928,Drama,,Mikio_Naruse,Kinuyo_Tanaka,0,0.635657418
8068,Jean-Pierre_Darroussin,3.10780104,83.91062809,27,M,1967,1953,Drama,Crime,Robert_Guédiguian,Daniel_Auteuil,1,0.637579135
8099,Daoming_Chen,3.180068007,12.72027203,4,M,1991.5,1955,Drama,History,Han_Hsiang_Li,Xiaogang_Feng,0,0.638269654
7928,Kit_Ying_Lam,2.213520473,11.06760236,5,F,1953,1963,Adventure,Comedy,Jeffrey_Lau,See-Yuen_Ng,0,0.635128254
7937,Albert_Conti,2.007470781,14.05229547,7,M,2013.275,1887,Romance,Adventure,Clarence_Brown,D.W._Griffith,0,0.63526985
8049,Naoto_Takenaka,2.466511058,56.72975434,23,M,2013,1956,Drama,Crime,Takashi_Ishii,Takashi_Miike,1,0.637376001
7955,Rick_Lenz,2.084523216,4.169046433,2,M,2013.2,1939,Crime,Drama,Robert_Butler,Rod_Amateau,0,0.63543753
7886,Vasilis_Logothetidis,3.058487139,21.40940997,7,M,2011,1898,Romance,Drama,Alekos_Sakellarios,Takis_Mouzenidis,0,0.634296643
8011,Kau_Lam,1.805255036,7.221020142,4,M,1982.5,1923,Comedy,,Alfred_Cheung,Shu-Tong_Wong,0,0.636703794
7887,Vangelis_Ploios,1.988485284,7.953941136,4,M,2019,1937,Romance,Musical,Alekos_Sakellarios,Dimis_Dadiras,0,0.634296643
7896,Bob_Graham,2.279021155,6.837063466,3,M,2013,1936,Musical,Drama,Lloyd_Bacon,Floyd_Mutrux,0,0.634399817
7845,Rekha,2.481251724,74.43755171,30,F,2022,1954,Drama,Family,Hrishikesh_Mukherjee,Yash_Chopra,1,0.633388514
8091,Julianne_Nicholson,3.057113971,76.42784928,25,F,1959.111111,1971,Drama,Romance,Jay_Anania,Hilary_Birmingham,1,0.637904419
7863,Everett_McGill,3.818735344,42.00608878,11,M,2007.6,1945,Horror,Adventure,Daniel_Attias,Wes_Craven,1,0.634132549
8066,Ellen_Parker,2.69627673,2.69627673,1,F,1973,1949,Drama,,William_Berke,,0,0.637511236
7835,Marianna_Hill,3.238966115,32.38966115,10,F,1954,1942,Horror,Adventure,David_Paulsen,Haskell_Wexler,1,0.632934244
7893,Ellen_Latzen,5.307778651,15.92333595,3,F,1966,1980,Thriller,,Adrian_Lyne,,0,0.634325414
8103,Chun_Yen,1.872400611,7.489602446,4,M,1990.333333,1917,Drama,History,Han_Hsiang_Li,Chun_Yen,0,0.638269654
7979,Liisi_Tandefelt,3.949774307,3.949774307,1,F,2017,1936,Drama,,Antti_J._Jokinen,,0,0.635811431
7971,Krista_Kosonen,2.316947188,25.48641907,11,F,1989,1983,Drama,Comedy,Antti_J._Jokinen,Lauri_Maijala,1,0.635811431
7819,Vic_Chou,1.752053201,14.01642561,8,M,1973.5,1981,Romance,Crime,Johnnie_To,Andrew_Chien,0,0.632395017
8034,Bill_Skarsgård,4.397909499,52.77491399,12,M,2008.5,1990,Crime,Drama,Andy_Muschietti,Alison_Eastwood,1,0.637261238
8042,Philippe_Soine,1.558856913,1.558856913,1,M,2014,1959,Drama,,Joe_D'Amato,,0,0.637333746
8012,Joyce_Godenzi,2.177707131,8.710828526,4,F,1936.5,1965,Comedy,Crime,Alfred_Cheung,Billy_Chan,0,0.636703794
7859,Mati_Diop,3.203057116,16.01528558,5,F,2017.333333,1982,Drama,Thriller,Claire_Denis,Antonio_Campos,0,0.633846474
7907,Huck_Milner,6.472753752,12.9455075,2,M,1969.5,2007,Adventure,,Brad_Bird,,0,0.634527535
8069,Gérard_Meylan,3.582868527,10.74860558,3,M,2021,1952,Drama,,Robert_Guédiguian,,0,0.637579135
7924,Saverio_Marconi,2.813465911,5.626931823,2,M,2014,1948,Crime,,Lucio_Fulci,Luigi_Comencini,0,0.635082559
7951,Betty_Francine,1.832629527,1.832629527,1,F,2016,1929,Drama,,Youssef_Chahine,,0,0.635422387
7973,Michael_Bradley,2.68676393,5.373527861,2,M,1967,1971,Drama,,James_Franco,Regina_Crosby,0,0.635811431
7806,Martin_Spellman,1.923067015,9.615335074,5,M,2003,1925,Drama,Crime,William_Nigh,,0,0.632094504
7988,Eun-hee_Bang,2.452380669,9.809522675,4,F,2016.75,1967,Romance,Comedy,Hong_Sang-soo,Neung-han_Song,0,0.635847025
7867,Isabelle_Gélinas,2.416562857,7.249688571,3,F,2022,1963,Drama,Fantasy,Alain_Berbérian,Arthur_Joffé,0,0.634178376
7977,Vince_Jolivette,2.418194567,12.09097283,5,M,2004,1971,Drama,,James_Franco,Justin_MacGregor,0,0.635811431
7827,Renée_Le_Calm,3.738532852,3.738532852,1,F,1917,1918,Romance,,Cédric_Klapisch,,0,0.632778872
7897,Winnie_Lightner,1.824989384,27.37484076,15,F,1937,1899,Musical,Comedy,Lloyd_Bacon,Roy_Del_Ruth,1,0.634399817
7821,Yu_Ha,2.355509208,2.355509208,1,M,2014,1943,Romance,,Johnnie_To,,0,0.632395017
7818,Taylor_Kitsch,4.999518766,54.99470643,11,M,1978,1981,Adventure,Biography,Andrew_Stanton,Renny_Harlin,1,0.632372163
8000,Dorothy_Lamour,2.648890061,143.0400633,54,F,1950,1914,Musical,Comedy,David_Butler,Victor_Schertzinger,1,0.636582799
8037,Alberto_Rey,1.558856913,1.558856913,1,M,1998,1966,Drama,,Joe_D'Amato,,0,0.637333746
7846,Swaroop_Sampat,3.492475158,3.492475158,1,F,1989.5,1958,Drama,,Hrishikesh_Mukherjee,,0,0.633388514
7876,Marika_Krevata,2.102066674,23.12273341,11,F,2012,1910,Romance,,Alekos_Sakellarios,Dimis_Dadiras,1,0.634296643
7935,R.E._'Tex'_Madsen,2.250958589,2.250958589,1,M,1972,1897,Drama,,Erle_C._Kenton,,0,0.635189924
7815,Louis_Salou,2.049091266,20.49091266,10,M,2020,1902,Drama,History,Pierre_Chenal,Alessandro_Blasetti,1,0.63218541
8061,Frank_Sutton,2.115076295,2.115076295,1,M,1981,1923,Drama,,William_Berke,,0,0.637511236
7816,Florelle,2.137507438,12.82504463,6,F,2005,1898,Crime,Drama,Robert_Siodmak,Georg_Wilhelm_Pabst,0,0.632292774
7919,Nicolas_Giraudi,2.980128767,2.980128767,1,M,1978,1971,Drama,,André_Téchiné,,0,0.634785605
7824,Pat_Crowley,2.824900727,33.89880873,12,F,2015,1933,Musical,Adventure,Frank_Tashlin,Don_Medford,1,0.632731234
7882,Anna_Synodinou,1.712438268,6.84975307,4,F,2019,1927,Romance,Thriller,Alekos_Sakellarios,Dinos_Dimopoulos,0,0.634296643
8107,Franco_Silva,1.253903313,6.269516567,5,M,1984.24,1920,Drama,War,Fernando_Cerchio,Francesco_De_Robertis,0,0.638285318
7825,Olivier_Py,3.738532852,3.738532852,1,M,2019,1965,Romance,,Cédric_Klapisch,,0,0.632778872
7991,Joachim_Król,3.639243636,54.58865455,15,M,1981.5,1957,Drama,Crime,Rolf_Schübel,Sönke_Wortmann,1,0.636256555
8080,Milos_Samolov,3.063258709,15.31629355,5,M,2013,1974,Drama,Romance,Srdjan_Dragojevic,Miroslav_Momcilovic,0,0.637800779
8026,Jack_Lyons,1.558429006,1.558429006,1,M,1960,1928,Adventure,,Im_Sang-soo,,0,0.636862432
8047,Lulu,1.40871526,8.45229156,6,M,1966.5,1948,Drama,,Joe_D'Amato,Marc_Huestis,0,0.637333746
8022,Clara_Colosimo,2.805731777,14.02865888,5,F,1987,1922,Drama,,Pasquale_Squitieri,Federico_Fellini,0,0.636783284
7998,John_Breeden,1.552824661,9.316947967,6,M,2011.090909,1904,Musical,Drama,David_Butler,Stuart_Walker,0,0.636582799
7967,Sumiko_Mizukubo,3.096654164,9.289962492,3,F,2008,1916,Drama,,Mikio_Naruse,Yasujirô_Ozu,0,0.635657418
7944,Gina_Philips,2.613974226,28.75371649,11,F,1917.25,1970,Drama,Mystery,David_Mackay,Jordan_Susman,1,0.635420812
7941,Greta_Nissen,1.660903585,33.21807169,20,F,1992.666667,1905,Romance,Crime,Raoul_Walsh,Roy_William_Neill,1,0.635357511
8031,Jonathan_Banks,3.109553422,71.51972871,23,M,2013,1947,Crime,Adventure,Simon_Wincer,Vince_Gilligan,1,0.636974114
8079,Natasa_Janjic_Medancic,3.140846844,15.70423422,5,F,1981,1981,Drama,History,Srdjan_Dragojevic,Antonio_Nuic,0,0.637800779
7889,Hristos_Parlas,1.299174671,3.897524012,3,M,2018,1936,Romance,,Alekos_Sakellarios,Jannis_Aliferis,0,0.634296643
8058,Jeff_Roth,3.192542498,9.577627495,3,M,2009.333333,1965,Drama,,Don_Coscarelli,,0,0.63749975
7842,Harindranath_Chattopadhyay,4.556658052,4.556658052,1,M,2019,1898,Drama,,Hrishikesh_Mukherjee,,0,0.633388514
8067,Gina_Rodriguez,3.549914394,92.29777424,26,F,1982.236842,1984,Animation,Romance,Tony_Cervone,Timothy_Reckart,1,0.6375768
7823,Alfonso_Bedoya,2.249154416,20.24238974,9,M,2001.5,1904,Western,History,Lew_Landers,H._Bruce_Humberstone,1,0.632573282
7916,Wadeck_Stanczak,2.518946142,15.11367685,6,M,2018.666667,1961,Drama,Romance,André_Téchiné,Alain_Jessua,0,0.634785605
7943,Anne_Marie_DeLuise,2.08507461,4.17014922,2,F,2020,1969,Drama,Mystery,David_Mackay,Michael_Storey,0,0.635420812
7989,Don_Smith,1.41208538,22.59336609,16,M,2004,1963,Horror,,Joe_Davian,Grace_Smith_Hughes,1,0.635944146
8020,Massimo_Mollica,2.937763615,2.937763615,1,M,2012.319149,1929,Drama,,Pasquale_Squitieri,,0,0.636783284
8089,Min_Hyuk_Lee,3.851510344,3.851510344,1,M,2011,1990,Drama,,Jae-Hoon_Choi,,0,0.637904419
7913,Michel_Fau,2.394506352,9.578025409,4,M,2021,1964,Drama,Thriller,André_Téchiné,Arielle_Dombasle,0,0.634785605
7912,Marie_McDonald,2.18299717,61.12392077,28,F,1998.666667,1923,Drama,Musical,Gregory_La_Cava,George_Sherman,1,0.634619526
8009,Alfred_Cheung,1.782037673,35.64075346,20,M,1988,1955,Comedy,Romance,Alfred_Cheung,Anthony_Chan,1,0.636703794
7949,Youssef_Chahine,4.284478161,4.284478161,1,M,1939.5,1926,Drama,,Youssef_Chahine,,0,0.635422387
7862,Ario_Bayu,2.943291643,41.206083,14,M,2011,1985,Drama,Horror,Joko_Anwar,Putrama_Tuta,1,0.634092058
8070,Assia_Noris,1.805904926,10.83542955,6,F,1994.78,1912,Drama,Romance,Mario_Camerini,Louis_Daquin,0,0.637579135
7808,Dick_Merrill,1.426061012,1.426061012,1,M,1987,1894,Drama,,William_Nigh,,0,0.632094504
7871,Giorgos_Gavriilidis,1.994411996,15.95529597,8,M,1958,1908,Romance,Musical,Alekos_Sakellarios,Dimis_Dadiras,0,0.634296643
7803,Jeanette_Loff,1.526386971,24.42219154,16,F,1981,1906,Drama,Music,William_Nigh,Albert_Ray,1,0.632094504
7831,Hattie_Jacques,2.871436621,20.10005635,7,F,1936,1922,Comedy,Drama,Gerald_Thomas,Robert_Asher,0,0.632884927
7839,Jacki_Weaver,3.386375524,57.56838391,17,F,2009,1947,Drama,Crime,Tim_Burstall,Mac_Carter,1,0.633279291
7930,Alfred_Allen,1.613510415,19.36212498,12,M,2006.5,1866,Drama,Romance,George_W._Hill,Elmer_Clifton,1,0.635156422
7922,Nagarjuna_Akkineni,2.821565704,62.07444549,22,M,2019,1959,Comedy,Crime,Ram_Gopal_Varma,Ayan_Mukerji,1,0.634903841
7910,Eli_Marienthal,6.676841893,6.676841893,1,M,1978.2,1986,Adventure,,Brad_Bird,,0,0.634527535
7965,Setsuko_Wakayama,1.948674395,9.743371976,5,F,1970,1929,Drama,,Mikio_Naruse,Heinosuke_Gosho,0,0.635657418
7879,Aris_Malliagros,1.76752172,7.070086882,4,M,1968,1895,Romance,History,Alekos_Sakellarios,Dimos_Vratsanos,0,0.634296643
8015,Raymond_Greenleaf,1.892764008,13.24934806,7,M,1938,1892,Drama,Adventure,R.G._Springsteen,Fred_F._Sears,0,0.636759258
8104,Channing_Pollock,2.446021718,9.78408687,4,M,1999,1880,Drama,,Fernando_Cerchio,Georges_Franju,0,0.638285318
7873,Melpo_Zarokosta,2.60995569,10.43982276,4,F,1968,1933,Romance,Mystery,Alekos_Sakellarios,Dimitris_Nikolaidis,0,0.634296643
7946,Yehia_Chahine,2.54694398,7.640831939,3,M,1919.25,1917,Drama,Romance,Youssef_Chahine,Hussein_Kamal,0,0.635422387
7894,Mary_McCarty,2.229160924,2.229160924,1,F,2005,1923,Musical,,Lloyd_Bacon,,0,0.634399817
8052,Machiko_Kochi,2.190747341,2.190747341,1,F,1957.625,1979,Drama,,Takashi_Ishii,,0,0.637376001
7921,J.D._Chakravarthi,3.32761637,19.96569822,6,M,1973,1970,Comedy,Crime,Ram_Gopal_Varma,Haneef_Adeni,0,0.634903841
7952,Stephen_Fung,2.124400173,48.86120398,23,M,2018,1974,Sci-Fi,Romance,Benny_Chan,Stephen_Fung,1,0.635423626
7891,Cherie_Currie,3.06499943,15.32499715,5,F,1974,1959,Thriller,,Adrian_Lyne,Bobbi_Jo_Hart,0,0.634325414
7854,Danny_Ramirez,2.902449434,29.02449434,10,M,1918,1973,Drama,Mystery,Claire_Denis,Damien_Power,1,0.633846474
7888,Tasso_Kavadia,1.568369278,10.97858494,7,F,1976,1921,Romance,Drama,Alekos_Sakellarios,Dimitris_Kollatos,0,0.634296643
8013,Robert_Blake,2.175491635,208.8471969,96,M,1934,1933,Drama,Crime,R.G._Springsteen,Lesley_Selander,1,0.636759258
8007,Bai_Ling,2.092197384,106.7020666,51,F,2019,1966,Crime,Drama,Chad_Ferrin,Terry_Cunningham,1,0.6367014
8096,Lance_Reddick,2.284474608,20.56027148,9,M,1947.75,1962,Comedy,Horror,Bruce_Terris,Aaron_Woodley,1,0.638152044
7934,Ann_Brody,1.189860075,3.569580225,3,F,2004.666667,1884,Drama,,Erle_C._Kenton,,0,0.635189924
7841,Ramesh_Deo,3.033558452,9.100675357,3,M,1934,1929,Drama,Musical,Hrishikesh_Mukherjee,Prakash_Verma,0,0.633388514
7853,Jake_Picking,3.579099567,7.158199135,2,M,2011,1991,Comedy,,Jeff_Baena,Peter_Farrelly,0,0.633704251
8063,Shirley_Ballard,2.69627673,2.69627673,1,F,1987.8,1925,Drama,,William_Berke,,0,0.637511236
7858,Xavier_Beauvois,2.871487161,8.614461484,3,M,2022,1967,Drama,,Claire_Denis,Jean-Marc_Moutout,0,0.633846474
7969,Barbara_Bouchet,2.380066169,116.6232423,49,F,1960,1943,Thriller,Crime,Tulio_Demicheli,Silvio_Amadio,1,0.635737508
7848,Jason_Schwartzman,4.158565486,79.01274424,19,M,1931,1980,Drama,Animation,David_O._Russell,Wes_Anderson,1,0.633625768
7865,Caterina_Murino,2.329295594,23.29295594,10,F,2016,1977,Drama,Thriller,Alain_Berbérian,Benjamin_Rocher,1,0.634178376
7800,Ranny_Weeks,1.735601878,1.735601878,1,M,1916,1907,Drama,,William_Nigh,,0,0.632094504
7926,Lena_von_Martens,1.641535161,6.566140645,4,F,2015,1940,Crime,Drama,Lucio_Fulci,Luigi_Vanzi,0,0.635082559
7996,Horace_Cooper,2.361359216,2.361359216,1,M,2021,1965,Musical,,David_Butler,,0,0.636582799
8003,Bobby_Vee,1.531396689,1.531396689,1,M,2003.5,1943,Musical,,David_Butler,,0,0.636582799
7948,Seif_Abdelrahman,2.196037872,17.56830297,8,M,2000,1942,Drama,Mystery,Youssef_Chahine,Ahmad_Fuad,0,0.635422387
7822,Frank_Austin,1.646980672,3.293961344,2,M,1963,1877,Adventure,Crime,James_Parrott,Spencer_Gordon_Bennet,0,0.63243466
8074,Erik_Palladino,2.338871344,25.72758478,11,M,2012,1968,Drama,Crime,Matthew_Leutwyler,Casey_Tebo,1,0.637599889
7961,Yûji_Hori,2.566856215,10.26742486,4,M,2010.047619,1922,Drama,Romance,Mikio_Naruse,Kenji_Mizoguchi,0,0.635657418
7810,Lucienne_Le_Marchand,2.006995428,4.013990857,2,F,1987,1908,Drama,,Pierre_Chenal,Roger_Leenhardt,0,0.63218541
8005,Kenji_Anan,1.753207139,7.012828554,4,M,2013.96,1962,Drama,Sci-Fi,Kôki_Mitani,Noriyoshi_Sakuma,0,0.636634875
7931,Pauline_Starke,1.524166252,38.1041563,25,F,2009,1901,Drama,Romance,Erle_C._Kenton,Henry_Otto,1,0.635189924
7980,Amanda_Pilke,3.711801042,7.423602085,2,F,1994,1990,Drama,,Antti_J._Jokinen,Perttu_Leppä,0,0.635811431
8093,Matt_Battaglia,2.295845619,13.77507371,6,M,2013.5,1965,Crime,Mystery,Don_Michael_Paul,Fred_Kennamer,0,0.637918903
7868,Kathleen_Emerson,2.088821269,2.088821269,1,F,2007.533333,1897,Romance,,Elsie_Jane_Wilson,,0,0.634185253
8085,Bebe_Neuwirth,3.476020646,27.80816517,8,F,2011,1958,Drama,Mystery,Harold_Becker,Barry_Levinson,0,0.637904419
7960,Minoru_Takase,3.075901158,6.151802317,2,M,1967,1890,Drama,,Mikio_Naruse,Sadao_Yamanaka,0,0.635657418
8002,Jackie_DeShannon,1.560936914,3.121873828,2,F,2002.888889,1941,Musical,,David_Butler,Maury_Dexter,0,0.636582799
7972,Scott_Haze,3.606034282,36.06034282,10,M,2008,1993,Drama,Adventure,James_Franco,Ruben_Fleischer,1,0.635811431
7872,Anna_Kyriakou,1.92255942,5.767678261,3,F,1965,1929,Romance,,Alekos_Sakellarios,Marios_Nousias,0,0.634296643
7908,Sarah_Vowell,6.472753752,12.9455075,2,F,1971,1969,Adventure,,Brad_Bird,,0,0.634527535
7978,Pirkko_Saisio,2.907290883,5.814581766,2,F,1974,1949,Drama,War,Antti_J._Jokinen,Pirjo_Honkasalo,0,0.635811431
8048,Harumi_Inoue,2.836243623,8.508730869,3,F,2004.428571,1974,Drama,Romance,Takashi_Ishii,Akihiko_Shiota,0,0.637376001
8110,James_Cromwell,3.966783326,83.30244984,21,M,1988.333333,1940,Drama,Comedy,George_Miller,Michel_Hazanavicius,1,0.638303871
8077,Michael_O'Hagan,1.012789953,1.012789953,1,M,2022,1940,Drama,,Ted_Nicolaou,,0,0.637765061
7957,Keiko_Matsuzaka,2.147789475,45.10357896,21,F,2013,1952,Romance,Drama,Kinji_Fukasaku,Azuma_Morisaki,1,0.635585894
8060,William_Hinnant,2.115076295,2.115076295,1,M,1928,1935,Drama,,William_Berke,,0,0.637511236
8102,Kuang-Chao_Chiang,1.723514333,15.511629,9,M,1982.75,1924,Drama,Musical,Han_Hsiang_Li,Tien-Yung_Hsu,1,0.638269654
7918,Catherine_Deneuve,3.310116494,281.359902,85,F,2015.333333,1943,Drama,Romance,André_Téchiné,Robert_Aldrich,1,0.634785605
7939,Clark_Gable,3.326099212,302.6750283,91,M,2009,1901,Romance,Drama,Clarence_Brown,Robert_Z._Leonard,1,0.63526985
8046,Mark_Davis,1.398347,6.991735,5,M,1957,1965,Drama,,Joe_D'Amato,,0,0.637333746
7954,Mark_Hicks,2.355989876,21.20390888,9,M,1989.666667,1949,Sci-Fi,Crime,Benny_Chan,Mélanie_Laurent,1,0.635423626
7875,Orestis_Makris,2.213147433,39.83665379,18,M,1989,1898,Romance,Drama,Alekos_Sakellarios,Yorgos_Tzavellas,1,0.634296643
8016,John_Hudson,1.777282317,17.77282317,10,M,2006.666667,1919,Drama,Crime,R.G._Springsteen,Alex_Nicol,1,0.636759258
7874,Andreas_Douzos,1.810184512,16.2916606,9,M,2012,1936,Romance,Drama,Alekos_Sakellarios,Dinos_Dimopoulos,1,0.634296643
7895,Joe_E._Brown,2.069447914,120.027979,58,M,1984,1891,Musical,Romance,Lloyd_Bacon,Edward_Sedgwick,1,0.634399817
7904,Mary_Kay_Bergman,6.367010845,25.46804338,4,F,2017,1961,Comedy,,Trey_Parker,,0,0.634440293
8100,Hong_Pan,1.940717228,7.76286891,4,F,1920.2,1954,Drama,History,Han_Hsiang_Li,Janet_Chun,0,0.638269654
7864,Rob_Maxey,6.507024043,6.507024043,1,M,2014,1953,Drama,,Sam_Mendes,,0,0.634178376
8064,Pamela_Blake,1.61689003,37.18847069,23,F,2014,1915,Drama,Adventure,William_Berke,Robert_Emmett_Tansey,1,0.637511236
7829,Barbara_Windsor,3.026741189,12.10696476,4,F,2004,1937,Comedy,Drama,Gerald_Thomas,Joan_Littlewood,0,0.632884927
7892,Anne_Archer,3.204539426,92.93164335,29,F,1991,1947,Thriller,Drama,Adrian_Lyne,Ernest_Day,1,0.634325414
8101,Tony_Ka_Fai_Leung,2.354911718,171.9085554,73,M,1929,1958,Drama,Crime,Han_Hsiang_Li,Jing_Wong,1,0.638269654
7968,Hideko_Takamine,2.616738768,102.0528119,39,F,1978.142857,1924,Drama,Romance,Mikio_Naruse,Keisuke_Kinoshita,1,0.635657418
7985,Eun-sook_Cho,3.134806769,3.134806769,1,F,2018,1973,Romance,,Hong_Sang-soo,,0,0.635847025
7814,Fabrice_Bessy,1.578446454,1.578446454,1,M,2004.125,1941,Drama,,Pierre_Chenal,,0,0.63218541
8032,Barry_Robins,3.301760773,3.301760773,1,M,2004.6,1945,Drama,,Stanley_Kramer,,0,0.637223354
8054,Joseph_Gordon-Levitt,5.448417301,228.8335266,42,M,1951,1981,Drama,Adventure,Jonathan_Levine,Robert_Zemeckis,1,0.63738234
8010,Carol_'Do_Do'_Cheng,2.076567222,66.45015109,32,F,1916,1957,Comedy,Crime,Alfred_Cheung,Jackie_Chan,1,0.636703794
7847,Jaya_Bachchan,3.808376423,76.16752845,20,F,1938,1948,Drama,Family,Hrishikesh_Mukherjee,Nikkhil_Advani,1,0.633388514
7911,Jason_Lee,4.349669116,591.5549998,136,M,2016.5,1970,Adventure,Crime,Brad_Bird,Bruce_McCulloch,1,0.634527535
8071,Vittorio_De_Sica,2.3634254,125.2615462,53,M,2009,1901,Drama,Romance,Mario_Camerini,Giorgio_Bianchi,1,0.637579135
7927,Al_Cliver,2.920713534,73.01783836,25,M,2015,1951,Crime,Romance,Lucio_Fulci,Fernando_Di_Leo,1,0.635082559
7945,Faten_Hamamah,2.377665382,33.28731535,14,F,2015.666667,1931,Drama,Romance,Youssef_Chahine,Henry_Barakat,1,0.635422387
7975,Tim_Blake_Nelson,3.464700581,72.7587122,21,M,1983.714286,1964,Drama,Crime,James_Franco,Helmut_Schleppi,1,0.635811431
7807,John_Sheehan,1.552404989,15.52404989,10,M,1957,1885,Drama,Mystery,William_Nigh,Conrad_Nagel,1,0.632094504
7982,Kim_Min-hee,3.125061615,40.62580099,13,F,1941.5,1982,Romance,Crime,Hong_Sang-soo,In-je_Park,1,0.635847025
7850,Alexandra_Stewart,2.165061303,54.12653257,25,F,1989.25,1939,Drama,Romance,François_Leterrier,Theodore_Gershuny,1,0.633625768
7981,Lee_Pace,3.686389208,33.17750287,9,M,1993,1979,Drama,Adventure,Antti_J._Jokinen,Joe_Miale,1,0.635811431
7820,Yuanyuan_Gao,3.132773005,34.46050306,11,F,2005.0625,1979,Romance,Comedy,Johnnie_To,Jin-ho_Hur,1,0.632395017
