,actor,grade_avg,grade_sum,appearances,gender,year_avg,birth_year,main_genre,2nd_genre,director,2nd_director,treatment,propensity_score
33197,Sara_Canning,2.334195415,18.67356332,8,F,1976,1987,Drama,Mystery,Brandon_Christensen,Danishka_Esterhazy,0,0.857937195
33173,Franklyn_Hanna,1.484310151,4.452930454,3,M,2017,1875,Romance,,Albert_Capellani,Henry_Otto,0,0.85783505
33086,Hiroyuki_Onoue,1.244621048,4.978484193,4,M,1966.75,1985,Drama,,Hajime_Hashimoto,Katsumi_Sakaguchi,0,0.857138164
33155,William_Shimell,3.937534706,7.875069411,2,M,1995.666667,1952,Romance,,Abbas_Kiarostami,Claudia_Llosa,0,0.857707152
33161,Daniel_Kash,2.354758555,23.54758555,10,M,2014,1959,Mystery,Thriller,Allan_A._Goldstein,Harley_Cokeliss,1,0.85771073
33105,Robert_White,1.06832957,21.3665914,20,M,2010,1926,Family,Horror,Richard_Martin,Glenn_Tryon,1,0.85721146
33380,Julie_Kolbeck,3.860564842,3.860564842,1,F,2020,1991,Drama,,Peter_Schønau_Fog,,0,0.857980733
33120,Monet_Mazur,2.226667414,17.81333931,8,F,2016,1976,Drama,Horror,Alan_Smithee,Steve_Clark,0,0.857337843
33117,Kovai_Sarala,2.270807154,11.35403577,5,F,2014.05,1962,Drama,Comedy,Raghava_Lawrence,Raj_Kapoor,0,0.857337843
33104,K.K._Mahajan,1.129944506,3.389833519,3,F,2007,1944,Family,,Richard_Martin,,0,0.85721146
33186,Pat_Finn-Lee,2.59589852,5.191797041,2,F,1988.142857,1944,Horror,,Herschell_Gordon_Lewis,,0,0.857839198
33330,Ondrej_Malý,2.169258712,17.3540697,8,M,2013.333333,1966,Drama,History,Dan_Svátek,Karel_Janák,0,0.857980733
33154,Jessica_Zandén,2.958712694,5.917425389,2,F,2014.5,1957,Drama,,Kjell_Sundvall,Mats_Arehn,0,0.857690922
33156,Agathe_Natanson,4.926646337,4.926646337,1,F,1993,1946,Romance,,Abbas_Kiarostami,,0,0.857707152
33194,David_Alan_Smith,1.054322421,1.054322421,1,M,2014,1959,Comedy,,Bill_Rebane,,0,0.857892128
33167,Bill_Schoppert,2.119072578,2.119072578,1,M,2012,1948,Drama,,Peter_Markle,,0,0.85781035
33128,Joe_Penny,2.588182906,18.11728034,7,M,2007.933333,1956,Thriller,Crime,Ed_Hunt,Bruce_Bryant,0,0.857367691
33196,Lisa_Ferraday,1.734766989,10.40860194,6,F,1993,1921,History,Adventure,Lew_Landers,Ray_Nazarro,0,0.857896629
33376,Delia_Scala,1.528852936,12.23082349,8,F,1976,1929,Drama,Western,Baccio_Bandini,Carlo_Borghesio,0,0.857980733
33265,Sonal_Chauhan,2.723570405,21.78856324,8,F,2000,1987,Drama,Comedy,Boyapati_Srinu,K.S._Ravikumar,0,0.857980733
33159,Laura_Antonelli,2.497135611,62.42839027,25,F,2019.2,1941,Romance,Drama,Salvatore_Samperi,Massimo_Dallamano,1,0.857707152
33090,Raquel_Castro,2.827877273,22.62301818,8,F,1976,1994,Drama,Mystery,Chris_Robert,Kevin_Smith,0,0.857167714
33199,Hele_Kõrve,3.489048849,6.978097698,2,F,1997,1980,Drama,Romance,Elmo_Nüganen,René_Vilbre,0,0.857946376
33171,Leslie_Stowe,1.636083032,16.36083032,10,M,1991,1867,Romance,,Albert_Capellani,Harley_Knoles,1,0.85783505
33084,Takashi_Sorimachi,2.56593962,20.52751696,8,M,1949,1973,Drama,Adventure,Hajime_Hashimoto,Hidetomo_Matsuda,0,0.857138164
33162,Frank_Martin,1.51065772,12.08526176,8,M,2005,1890,Sci-Fi,,Harry_Revier,Eduardo_Cemano,0,0.857717658
33160,Jean-Claude_Carrière,3.501776985,10.50533096,3,M,2016,1931,Romance,Animation,Abbas_Kiarostami,Lorenzo_Mattotti,0,0.857707152
33103,Arthur_Pusey,1.716267713,1.716267713,1,M,2012,1896,Mystery,,Walter_Forde,,0,0.857194505
33283,Kym_Jackson,1.635676509,13.08541207,8,F,2009.5,1981,Drama,Comedy,Randall_Gifford,Brandon_Buczek,0,0.857980733
33690,Willie_Bryant,1.417946876,1.417946876,1,M,2013,1908,Drama,,John_Clein,,0,0.857980733
33695,Bunny_Kacher,0.891007787,0.891007787,1,F,2015.571429,1936,Drama,,Bruce_Lood,,0,0.857980733
33694,Aaron_Webber,3.244889208,3.244889208,1,M,2007.5,1989,Drama,,Amnon_Buchbinder,,0,0.857980733
33693,Stane_Tomazin,2.436546012,2.436546012,1,M,1996.636364,1989,Drama,,Blaz_Zavrsnik,,0,0.857980733
33641,Brian_Williams,1.159546064,9.276368513,8,M,1983,1962,Drama,,Jeff_Mentges,,0,0.857980733
33588,Arlene_Farber,1.531577125,12.252617,8,F,1983.866667,1947,Drama,,Jerry_Gross,Stanley_H._Brassloff,0,0.857980733
33523,Nigel_Bennett,2.907794002,23.26235202,8,M,2014.5,1949,Drama,Sci-Fi,Chaz_Thorne,Vincenzo_Natali,0,0.857980733
33573,Robert_Flemyng,3.122123523,24.97698818,8,M,2020,1912,Drama,Musical,Ronald_Neame,Basil_Dearden,0,0.857980733
34007,Elisabet_Gelabert,2.903438148,2.903438148,1,F,2014,1972,Drama,,Josué_Ramos,,0,0.857980733
34003,Rebecca_Henderson,2.402008559,7.206025678,3,F,2009,1980,Drama,,Alexis_del_Banco,Desiree_Akhavan,0,0.857980733
34006,Charlie_Sexton,3.563814359,3.563814359,1,M,1967,1968,Drama,,Ethan_Hawke,,0,0.857980733
33807,Roma_Gasiorowska,2.757549818,22.06039855,8,F,2011,1981,Drama,Romance,Iwona_Siekierzynska,Jan_Komasa,0,0.857980733
33883,Lindsey_McKeon,1.671787088,13.3742967,8,F,2018,1982,Drama,Family,Robert_A._Johnson,Alastair_Orr,0,0.857980733
33880,Mark_Moses,1.772949265,14.18359412,8,M,2002.666667,1958,Drama,Crime,Lance_Dickson,Christopher_N._Rowley,0,0.857980733
34270,Christa_Campbell,1.484632706,17.81559247,12,F,1990.333333,1972,Horror,Sci-Fi,Tim_Sullivan,C._Roma,1,0.858242189
34269,Chris_Jones,1.103493349,26.48384038,24,M,1967.666667,1955,Mystery,,Dan_Steadman,Gwen_Cope,1,0.858225201
34292,George_Aguilar,2.632165851,2.632165851,1,M,1955,1952,Drama,,Josh_Becker,,0,0.858597655
34300,Ruby_Larocca,1.277879049,14.05666954,11,F,2016,1981,Fantasy,Horror,Jimmy_ScreamerClauz,Marc_Leland,1,0.858647664
34295,Frankie_Howerd,2.420968392,21.78871552,9,M,1958,1917,Comedy,Crime,Bob_Kellett,Gerald_Thomas,1,0.85863501
34240,Cesare_Barbetti,3.238239458,3.238239458,1,M,2019,1930,Mystery,,Pupi_Avati,,0,0.858057313
34279,Jean_Tissier,1.640741601,36.09631521,22,M,1951.5,1896,Crime,Drama,Jean_Boyer,Jean_Devaivre,1,0.858352152
34238,James_Jude_Courtney,4.600342665,46.00342665,10,M,2016,1957,Horror,Thriller,David_Gordon_Green,Robert_Kubilos,1,0.858046089
34226,Tisha_Campbell,2.337131244,11.68565622,5,F,2020,1968,Drama,Crime,James_Slocum,Michael_Lembeck,0,0.857980733
34258,Lisa_Stahl,2.45528303,2.45528303,1,F,1982,1965,Horror,,Richard_Styles,,0,0.858078341
34232,Colton_James,2.32500468,13.95002808,6,M,2016.947368,1988,Horror,,Sam_Pillsbury,Tarsem_Singh,0,0.858005791
34293,Ashley_Eckstein,3.050599094,6.101198188,2,F,1957,1981,Adventure,Documentary,Cris_Macht,Dave_Filoni,0,0.85861184
34306,Noboru_Mitani,1.866158203,5.59847461,3,M,2001.2,1932,Adventure,Romance,Chûsei_Sone,Eiichi_Yamamoto,0,0.858675859
34259,Carlos_Bernard,2.558731556,15.35238933,6,M,2011,1962,Horror,Music,Ben_Rock,R._Michael_Givens,0,0.858078341
34291,Halit_Akçatepe,4.336453222,30.35517255,7,M,2013,1938,Drama,Comedy,Ertem_Egilmez,Ferdi_Egilmez,0,0.858584082
34268,Ken_Berry,2.952436946,41.33411724,14,M,1953,1933,Family,Western,David_O'Malley,Norman_Tokar,1,0.85820775
34260,Corey_Taylor,1.556436292,10.89505405,7,M,1969,1973,Horror,Thriller,Joe_Lujan,Amy_Hesketh,0,0.858095982
34297,Willie_Brown,1.706552572,15.35897314,9,M,1971.5,1934,Fantasy,Documentary,J.A._Worthington,Sascha_Rice,1,0.858647664
34253,Jeff_Blynn,2.330860489,9.323441957,4,M,1963.25,1944,Horror,Crime,Mario_Landi,Alfonso_Brescia,0,0.858078341
34294,Wil_Shriner,1.785844484,3.571688967,2,M,2019,1953,Adventure,,Greg_Glienna,Howard_R._Cohen,0,0.85861184
34256,Mathew_St._Patrick,3.203030075,12.8121203,4,M,1978.533333,1968,Horror,,Ben_Rock,Justin_Foia,0,0.858078341
34305,Keiko_Toda,2.805201392,14.02600696,5,F,2014.4,1957,Adventure,Mystery,Chûsei_Sone,Kôki_Mitani,0,0.858675859
34290,Erdal_Özyagcilar,4.311323145,8.62264629,2,M,1975,1948,Drama,,Ertem_Egilmez,Mahsun_Kirmizigül,0,0.858584082
34275,Sean_Hewitt,1.574489704,1.574489704,1,M,1976,1935,Adventure,,Lindsay_Shonteff,,0,0.85828488
34287,Jay_Anthony,1.174600304,2.349200607,2,M,1948,1975,Drama,,Jerry_P._Jacobs,Steve_Tackitt,0,0.858582327
34309,Cristine_Reyes,2.063602154,16.50881724,8,F,1997,1989,Crime,Horror,Andoy_Ranay,Chris_Martinez,0,0.85877824
34310,Ford_Austin,1.344523893,17.47881061,13,M,2017,1971,Horror,Drama,Ford_Austin,Joe_McReynolds,1,0.858780586
34231,Pavel_Priluchnyy,2.252249001,9.008996003,4,M,2014.5,1987,Drama,Sci-Fi,Pavel_Sanaev,Dmitriy_Tyurin,0,0.857980733
34267,Mayim_Bialik,1.513214562,3.026429125,2,F,1964,1975,Family,,David_O'Malley,Tawd_B._Dorenfeld,0,0.85820775
34271,Jay_Gillespie,3.385973103,3.385973103,1,M,2009.111111,1979,Horror,,Tim_Sullivan,,0,0.858242189
34303,James_Ray,1.536656461,13.82990815,9,M,2008,1932,Fantasy,Drama,Bivas_Biswas,Jon_Bonnell,1,0.858647664
34307,Marta_Flores,2.702349741,2.702349741,1,F,2018,1913,Crime,,José_Antonio_de_la_Loma,,0,0.858689472
34286,Tone_Loc,3.687024122,7.374048243,2,M,1974.36,1966,Drama,,Jerry_P._Jacobs,Tom_Shadyac,0,0.858582327
34239,Gianni_Cavina,2.674546741,26.74546741,10,M,2018,1940,Mystery,Drama,Pupi_Avati,Sergio_Martino,1,0.858057313
34281,Ken_Letner,1.492112878,2.984225756,2,M,2003.973684,1932,Musical,,Ulli_Lommel,,0,0.858352232
34243,Viktor_Dobronravov,2.836504531,14.18252266,5,M,2010,1983,Drama,War,Aleksandr_Domogarov,Aleksey_Sidorov,0,0.858073556
34095,Susanne_Bormann,2.498754812,19.99003849,8,F,1982,1979,Drama,Crime,Anca_Miruna_Lazarescu,Andreas_Dresen,0,0.857980733
34249,Julie_K._Smith,1.503241374,15.03241374,10,F,2016,1967,Horror,Adventure,Richard_Styles,Andy_Sidaris,1,0.858078341
34233,Don_Calfa,2.588013753,20.70411002,8,M,2001.333333,1939,Horror,Adventure,Dan_O'Bannon,Dan_Perri,0,0.858005791
34301,María_Casares,3.105083833,40.36608983,13,F,2013,1922,Fantasy,Romance,Jean_Cocteau,Robert_Bresson,1,0.858647664
34298,Yusi_Peng,0.911167713,10.93401255,12,M,2008,1988,Fantasy,Thriller,Yang_Jiao,Tao_Zhang,1,0.858647664
34247,Michael_Jordan,2.337588443,28.05106132,12,M,1984.666667,1963,Horror,Animation,Lou_Vockell,Adam_Kontras,1,0.858078341
34288,Sener_Sen,5.296571993,42.37257595,8,M,2007.5,1941,Drama,Romance,Ertem_Egilmez,Yavuz_Turgul,0,0.858584082
34265,William_McInnes,2.608336297,5.216672594,2,M,1997,1961,Drama,Romance,David_Caesar,Peter_Duncan,0,0.858202765
34261,Bill_Oberst_Jr.,1.47058997,79.4118584,54,M,2013,1965,Horror,Thriller,Joe_Lujan,Evan_Tramel,1,0.858095982
34304,Pao-Ming_Ku,2.966991243,14.83495621,5,M,2020.333333,1950,Drama,Adventure,Chung-Hsing_Chao,Edward_Yang,0,0.858675756
34255,Rockmond_Dunbar,2.484086207,32.2931207,13,M,2019,1973,Horror,Drama,Ben_Rock,Tyler_Perry,1,0.858078341
34296,Warren_Mitchell,2.237594649,40.27670369,18,M,2007,1926,Comedy,Fantasy,Bob_Kellett,David_Swann,1,0.85863501
34254,Gianni_Dei,1.819440628,20.01384691,11,M,2009,1940,Horror,Drama,Mario_Landi,Amasi_Damiani,1,0.858078341
34302,Essence_Atkins,2.232409168,29.02131918,13,F,1995,1972,Fantasy,Romance,Michael_Tiddes,Dan_Garcia,1,0.858647664
34289,Tarik_Akan,4.010616367,32.08493094,8,M,2006,1949,Drama,Romance,Ertem_Egilmez,Murat_Saraçoglu,0,0.858584082
34276,Tom_Adams,1.837712029,27.56568043,15,M,2018,1938,Adventure,Drama,Lindsay_Shonteff,Greg_Green,1,0.85828488
34299,Sam_Jones,1.562015345,14.05813811,9,M,2002.5,1898,Fantasy,,Matt_Whitney,S._Muthukumaran,1,0.858647664
34311,Ariana_Greenblatt,3.797464295,18.98732147,5,F,1989,2007,Animation,Adventure,Tom_McGrath,Mark_Raso,0,0.858789183
34313,Jimmy_Kimmel,5.006860741,10.01372148,2,M,2013,1967,Animation,,Tom_McGrath,,0,0.858789183
34230,Nandamuri_Balakrishna,2.597122794,20.77698236,8,M,2006.3,1960,Drama,Comedy,Boyapati_Srinu,K.S._Ravikumar,0,0.857980733
34402,Chikage_Awashima,2.382629062,61.94835561,26,F,1998,1924,Romance,History,Heinosuke_Gosho,Hideo_Ôba,1,0.859426476
34493,Joi_Johannsson,2.780048773,8.34014632,3,M,2014,1971,Drama,,Baltasar_Kormákur,Mylissa_Fitzsimmons,0,0.860011247
34323,Victoria_Song,1.866722604,7.466890417,4,F,2009,1987,Fantasy,Romance,Dayyan_Eng,Feihong_Chen,0,0.858837525
34363,James_Westmoreland,2.100647283,14.70453098,7,M,1988,1935,Thriller,Crime,Robert_Hammer,Andy_Sidaris,0,0.859258343
34368,James_Luisi,2.014175237,8.056700949,4,M,1956,1928,Thriller,Adventure,Jeremy_Hoenack,Christian_Marnham,0,0.859258343
34585,Franco_Scaldati,2.762646512,5.525293024,2,M,2005,1943,Drama,Romance,Giuseppe_Tornatore,Pasquale_Scimeca,0,0.860757036
34626,Shôhei_Miura,2.303255792,4.606511584,2,M,1950.333333,1988,Drama,Romance,Mitsutoshi_Tanaka,Takehiko_Shinjô,0,0.860837587
34547,Ivar_Wahlgren,0.855107862,1.710215724,2,M,1927,1901,Comedy,,Emil_A._Lingheim,,0,0.860730866
34332,Nathan_Gamble,2.921578509,26.29420658,9,M,1970,1998,Family,Thriller,Corbin_Bernsen,Charles_Martin_Smith,1,0.858924698
34327,Lída_Baarová,1.379734545,13.79734545,10,F,2017.25,1914,Romance,War,Karl_Ritter,Otakar_Vávra,1,0.858884181
34475,Nadine_Velazquez,2.913621763,34.96346116,12,F,1939,1978,Thriller,Crime,Craig_Moss,Mark_Brown,1,0.859858058
34364,Teddy_Dunn,3.184856465,9.554569396,3,M,1941.125,1980,Thriller,,Chris_Moore,,0,0.859258343
34342,Brenton_Thwaites,3.81046414,41.91510554,11,M,1992.444444,1989,Mystery,Romance,Alex_Proyas,Eric_Bress,1,0.859070636
34472,Sung-il_Shin,1.541845743,12.33476595,8,M,1959,1937,Drama,Romance,Shin_Sang-ok,Ho-sun_Kim,0,0.859845351
34593,Thomas_Jane,3.3610068,181.4943672,54,M,2016.333333,1969,Crime,Drama,K._Asher_Levin,Michael_Cristofer,1,0.860811412
34507,Poul_Bundgaard,2.106785673,29.49499942,14,M,2012,1922,Family,Comedy,Erik_Balling,Peer_Guldbrandsen,1,0.860110878
34371,Tom_Nagel,1.510026493,6.040105971,4,M,2006.5,1980,Thriller,Adventure,Edward_Gorsuch,Gary_Jones,0,0.859258343
34388,Tommie_Moore,1.822092072,3.644184145,2,F,2013,1917,Adventure,Music,Arthur_Dreifuss,Bernard_B._Ray,0,0.859325328
34366,Martin_Speer,2.244329007,6.73298702,3,M,2005.666667,1941,Thriller,,Jeremy_Hoenack,,0,0.859258343
34439,Beatrice_Burnham,1.473544435,7.367722174,5,F,1953,1902,Western,Drama,Lynn_Reynolds,John_Ford,0,0.859573498
34413,Barry_Watson,3.205634442,22.4394411,7,M,2019.333333,1974,Mystery,Romance,Scott_Reynolds,Wallace_Wolodarsky,0,0.859479532
34554,Ethel_Saker,1.504839483,1.504839483,1,F,2008.363636,1878,Drama,,Ken_G._Hall,,0,0.860753669
34506,Poul_Reichhardt,2.068394938,22.75234432,11,M,2007,1913,Family,Drama,Erik_Balling,Alice_O'Fredericks,1,0.860110878
34513,Lucas_Till,2.679763811,32.15716574,12,M,2004,1990,Thriller,Horror,Jason_Trost,Barnet_Bain,1,0.860262918
34458,Hôka_Kinoshita,1.517083125,12.136665,8,M,1976,1964,Drama,Family,Shoji_Kubota,Katsuhide_Motoki,0,0.859723669
34344,Eric_Acsell,1.543192547,10.80234783,7,M,1942,1967,Fantasy,Thriller,Cybil_Richards,Edward_Holzman,0,0.85907969
34437,Tom_Mix,1.476438122,62.01040113,42,M,2009,1880,Western,Adventure,Lynn_Reynolds,John_G._Blystone,1,0.859573498
34395,Helene_Udy,1.285787666,14.14366433,11,F,2012,1962,Horror,Music,David_DeCoteau,George_Mihalka,1,0.859421793
34625,Rebecca_Budig,1.653120385,1.653120385,1,F,2010.157895,1973,Drama,,Ken_Del_Vecchio,,0,0.860837587
34436,Newton_House,1.184871207,2.369742414,2,M,2015.5,1911,Western,,Lynn_Reynolds,Ray_Taylor,0,0.859573498
34622,Amy_Loughton,2.154790988,2.154790988,1,F,1997,1983,Drama,,Simon_Rumley,,0,0.860837587
34389,Sacha_Baron_Cohen,5.257733965,99.89694533,19,M,1944.210526,1971,Sport,Adventure,Larry_Charles,Adam_McKay,1,0.859330965
34383,Miguel_Borges,2.678138542,26.78138542,10,M,1925,1937,Thriller,,Tiago_Guedes,António_Ferreira,1,0.859302241
34559,Tae-ran_Lee,1.612074958,3.224149916,2,F,1996.5,1975,Drama,,Hansol_Shin,Heung-sik_Park,0,0.860757036
34428,Ayami_Nakajô,2.593948086,15.56368852,6,F,1990,1997,Drama,Romance,Hayato_Kawai,Kôjirô_Hashimoto,0,0.859536513
34401,Alison_Sieke,1.459708476,4.379125427,3,F,1976.642857,1988,Horror,Mystery,David_DeCoteau,Jimmy_Costa,0,0.859421793
34405,Raai_Laxmi,1.822827243,7.291308972,4,F,2021,1989,Drama,Romance,Chimbudeven,J._Parthiban,0,0.859438667
34489,Hilmir_Snær_Guðnason,2.750560959,27.50560959,10,M,1977.4,1969,Drama,Fantasy,Baltasar_Kormákur,Hlynur_Pálmason,1,0.860011247
34325,Yeom_Hye-ran,2.583942206,20.67153765,8,F,2018,1976,Drama,Crime,Dae-min_Park,Dae-seung_Kim,0,0.858859739
34367,Daniel_Franzese,3.451863576,27.61490861,8,M,1926.454545,1978,Thriller,Drama,Chris_Moore,Steven_R._Monroe,0,0.859258343
34357,John_Karlen,2.924709086,26.32238177,9,M,1968,1933,Thriller,Mystery,Jeremy_Hoenack,Graham_Baker,1,0.859258343
34581,Yilmaz_Erdogan,4.197834217,33.58267374,8,M,1981,1967,Drama,Comedy,Yilmaz_Erdogan,Bahman_Ghobadi,0,0.860757036
34600,William_Franklyn,2.605045201,20.84036161,8,M,1932.538462,1925,Drama,Family,Alan_Gibson,Don_Chaffey,0,0.860837587
34548,Edvard_Persson,1.155474881,21.95402273,19,M,2010.25,1888,Comedy,Drama,Emil_A._Lingheim,Schamyl_Bauman,1,0.860730866
34330,Brad_Crandall,1.726357172,10.35814303,6,M,2017,1927,Drama,Family,Charles_E._Sellier_Jr.,James_L._Conway,0,0.858897003
34328,Patricia_Hilliard,1.38141645,4.144249351,3,F,1915.333333,1916,Thriller,,Michael_Powell,Philip_Brandon,0,0.858891484
34473,Eun-hie_Choi,1.583808817,11.08666172,7,F,2012,1926,Drama,Romance,Shin_Sang-ok,Byung-il_Lee,0,0.859845351
34365,Ben_Frank,2.102283166,25.22739799,12,M,1999,1934,Thriller,,Robert_Hammer,David_Cohen,1,0.859258343
34340,Jordan_Carlos,3.553424972,14.21369989,4,M,1929,1978,Drama,Fantasy,David_Koepp,Joel_Levinson,0,0.859060982
34474,Morlon_Greenwood,1.316900599,2.633801199,2,M,2016,1978,Thriller,,Joe_Lujan,,0,0.859858058
34590,Hank_B._Marvin,1.886003784,3.772007568,2,M,2013,1941,Musical,,Sidney_Hayers,Sidney_J._Furie,0,0.860804329
34502,David_Harewood,2.550471534,12.75235767,5,M,2017,1965,Drama,Thriller,Dan_Turner,David_Hayman,0,0.860093161
34370,Alan_Ritchson,2.452799604,24.52799604,10,M,1967,1984,Thriller,Comedy,Edward_Gorsuch,Kyle_Schickner,1,0.859258343
34386,Jean_Porter,1.453128933,27.60944972,19,F,2013,1922,Adventure,Crime,Arthur_Dreifuss,Fred_C._Newmeyer,1,0.859325328
34358,Don_McManus,2.757325362,33.08790434,12,M,2008,1959,Thriller,Drama,Chris_Moore,Brett_Ryan_Bonowicz,1,0.859258343
34434,Robin_Riker,2.125444596,19.12900137,9,F,1981.375,1952,Thriller,Horror,Adam_Simon,Rebekah_McKendry,1,0.859567676
34412,Dominique_Pinon,2.753682729,71.59575095,26,M,2007.666667,1955,Mystery,Drama,Jean-Pierre_Jeunet,Claude_Lelouch,1,0.859479532
34549,Ann_Richards,2.38344762,71.50342859,30,F,1997.111111,1917,Drama,Mystery,Ken_G._Hall,Leigh_Jason,1,0.860753669
34509,Suwaru_Ryû,1.975528295,3.951056591,2,M,2002.5,1973,Drama,,Ken'ichi_Fujiwara,Takashi_Kubota,0,0.860113686
34514,Takashi_Tsukamoto,2.287071658,6.861214974,3,M,1973,1982,Music,,Hideo_Nakata,Masatoshi_Kurakata,0,0.860269082
34459,Mathieu_Vervisch,4.415392279,4.415392279,1,M,2019.5,1974,Romance,,Alain_Guiraudie,,0,0.859731108
34346,Nikolay_Kryuchkov,2.446933529,31.81013588,13,M,2015.428571,1911,Romance,War,Boris_Barnet,Vladimir_Nemolyayev,1,0.859089738
34433,Gregory_Harrison,2.891560472,17.34936283,6,M,1998,1950,Thriller,Drama,Adam_Simon,Kerstin_Karlhuber,0,0.859567676
34403,Judith_Diakhate,2.872347623,8.617042868,3,F,1966,1978,Drama,Romance,Antonio_Trashorras,Jorge_Sánchez-Cabezudo,0,0.859438667
34609,Antonia_Truppo,2.849352452,22.79481961,8,F,2006,1977,Drama,History,Edoardo_De_Angelis,Francesca_Archibugi,0,0.860837587
34438,Fred_Gamble,1.516754248,12.13403398,8,M,1995,1868,Western,,Lynn_Reynolds,Ben_F._Wilson,0,0.859573498
34616,Cut_Mini_Theo,2.811640829,22.49312663,8,F,1965.8,1973,Drama,Family,Nia_Di_Nata,Riri_Riza,0,0.860837587
34390,Ewen_Solon,2.106821424,4.213642847,2,M,1981.666667,1917,Drama,,Peter_Graham_Scott,Sidney_Hayers,0,0.859351974
34377,Ian_Duncan,2.005159665,8.020638658,4,M,2012,1975,Thriller,,Adam_Mason,Bernard_Rose,0,0.859302241
34560,Reiko_Aylesworth,1.800808953,14.40647162,8,F,1918,1972,Drama,,Ellie_Kanner,Caytha_Jentis,0,0.860757036
34421,Tao_Tsuchiya,2.428335414,24.28335414,10,F,2011,1995,Drama,Family,Hayato_Kawai,Hideta_Takahata,1,0.859536513
34397,Linnea_Quigley,1.745906476,75.07397845,43,F,1936,1958,Horror,Adventure,David_DeCoteau,Steve_Latshaw,1,0.859421793
34935,Leonard_Rossiter,3.027558493,12.11023397,4,M,1994.5,1926,Comedy,Drama,Dick_Clement,Guy_Green,0,0.862486097
34814,Betty_Kean,1.520162062,6.080648247,4,F,2003,1914,Musical,Music,Edward_C._Lilley,John_H._Auer,0,0.861819982
34917,Peter_Kent,2.39525567,4.790511341,2,M,2012,1957,Drama,,Yves_Simoneau,,0,0.862441065
34907,Alexandre_Borges,2.860977767,11.44391107,4,M,1957,1966,Thriller,,Beto_Brant,Aluizio_Abranches,0,0.862377086
34810,Catherine_Fonteney,2.383765771,7.151297314,3,F,2007,1879,Fantasy,,Pierre_Chenal,Max_Ophüls,0,0.861807753
34708,Clara_Kimball_Young,1.58403559,38.01685416,24,F,2012,1890,Family,History,James_Young,Harry_Garson,1,0.861279845
34912,Robert_Gravel,2.602484107,2.602484107,1,M,1963,1944,Drama,,Yves_Simoneau,,0,0.862441065
34846,Lyn_Harding,2.11688812,19.05199308,9,M,1972.1,1867,History,Adventure,Robert_G._Vignola,Sacha_Guitry,1,0.86225818
34815,Cliff_De_Young,2.511747164,65.30542626,26,M,1972.857143,1945,Sci-Fi,Thriller,Louis_Morneau,Robert_Mandel,1,0.861857232
34908,Paulo_Miklos,2.61667681,15.70006086,6,M,2011.666667,1959,Thriller,Fantasy,Beto_Brant,Aly_Muritiba,0,0.862377086
34691,Bart_Voitila,1.11901768,2.23803536,2,M,1960,1982,Thriller,,David_DeCoteau,,0,0.861170069
34681,Jason_Carter,1.318330143,15.81996172,12,M,2004,1960,Horror,Adventure,Jeff_Burton,Anthony_Vander,1,0.861164778
34837,Chad_Everett,2.17793699,30.49111786,14,M,2018,1937,Crime,Drama,James_Neilson,Paul_Wendkos,1,0.862181065
34713,Daniel_Moosmann,2.231385067,4.462770134,2,M,2011,1936,Horror,,Guy_Gilles,Jean-Louis_van_Belle,0,0.861290342
34916,Christian_Hillborg,2.961278594,5.922557188,2,M,2018.5,1978,Drama,Musical,Christopher_Menaul,Edward_af_Sillén,0,0.862441065
34643,Mikako_Ichikawa,2.067007316,18.60306584,9,F,1996,1978,Romance,Drama,Ataru_Oikawa,Hiroshi_Ando,1,0.860987622
34915,Marie_Tifo,2.602484107,2.602484107,1,F,1971,1949,Drama,,Yves_Simoneau,,0,0.862441065
34669,Connie_Chiume,1.145079514,3.435238543,3,F,2016.333333,1952,Adventure,,Adze_Ugah,Rea_Rangaka,0,0.861123082
34727,John_Laurie,3.005453544,33.05998899,11,M,2006,1897,War,History,Carol_Reed,Nathan_Juran,1,0.861475848
34752,Sally_Phillips,2.715904873,21.72723898,8,F,2012.25,1970,Drama,Horror,Matt_Mitchell,Sharon_Maguire,0,0.861561133
34914,Jane_Cussons,3.152301004,3.152301004,1,F,1938.6,1951,Drama,,Christopher_Menaul,,0,0.862441065
34913,Sophie_Skelton,2.435536851,9.742147406,4,F,2001.333333,1994,Drama,,Christopher_Menaul,Hèctor_Hernández_Vicens,0,0.862441065
34636,Jorge_Garcia,3.455188386,17.27594193,5,M,2005.333333,1973,Adventure,Drama,Frank_Coraci,Gaspar_Antillo,0,0.860935471
34734,Charles_Dorat,2.326824864,6.980474593,3,M,2002.333333,1906,Horror,,Julien_Duvivier,,0,0.861497044
34919,Vanelle,1.313800753,14.45180828,11,F,2021.5,1972,Family,Horror,Krist_Rufty,John_Foutz,1,0.862460453
34666,Iván_Petrovich,1.63947256,14.75525304,9,M,2016,1896,Fantasy,Musical,Rex_Ingram,Richard_Oswald,1,0.861115131
34707,Mathieu_Demy,2.592655933,28.51921527,11,M,1968.586207,1972,Romance,History,Agnès_Varda,André_Téchiné,1,0.861271057
34941,Olaf_Lubaszenko,2.947142113,17.68285268,6,M,1986.333333,1968,Drama,Romance,Bartosz_M._Kowalski,Catherine_Corsini,0,0.86256871
34918,Toshirô_Yanagiba,2.730628445,27.30628445,10,M,2013,1961,Family,Adventure,Seijirô_Kôyama,Eiichi_Kudô,1,0.862460453
